CONTENT,CLASS,content_lower,content_lower_rn
I think this is now a place to promote channels in the comment section lol.﻿,0,i think this is now a place to promote channels in the comment section lol.﻿,i think this is now a place to promote channels in the comment section lol
Get free gift cards and pay pal money!﻿,1,get free gift cards and pay pal money!﻿,get free gift cards and pay pal money
Check out pivot animations in my channel﻿,1,check out pivot animations in my channel﻿,check out pivot animations in my channel
Follow me on twitter &amp; IG : __killuminati94﻿,1,follow me on twitter &amp; ig : __killuminati94﻿,follow me on twitter ig killuminati94
Check me out I'm all about gaming ﻿,1,check me out i'm all about gaming ﻿,check me out i m all about gaming
Oppa! Yeah! Best Song!﻿,0,oppa! yeah! best song!﻿,oppa yeah best song
More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1,more... http://www.sunfrogshirts.com/sunglass-world.html?24398﻿,more url
https://www.facebook.com/teeLaLaLa﻿,1,https://www.facebook.com/teelalala﻿,url
http://www.twitch.tv/zxlightsoutxz﻿,1,http://www.twitch.tv/zxlightsoutxz﻿,url
reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,1,reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,reminds me of this song url
What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1,what free gift cards? go here  http://www.swagbucks.com/p/register?rb=13017194﻿,what free gift cards go here url
"Search ""Chubbz Dinero - Ready Or Not "" Thanks ﻿",1,"search ""chubbz dinero - ready or not "" thanks ﻿",search chubbz dinero ready or not thanks
Follow me on Twitter @mscalifornia95﻿,1,follow me on twitter @mscalifornia95﻿,follow me on twitter mscalifornia95
😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿,0,😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿,tired face downcast face with sweat smirking face sleepy face pensive face confounded face relieved face loudly crying face smiling face with sunglasses kissing face with closed eyes face blowing a kiss kissing face with smiling eyes kissing face face savoring food squinting face with tongue winking face with tongue face with tongue smiling face with heart eyes unamused face disappointed face face with medical mask face without mouth face with crossed out eyes flushed face astonished face face screaming in fear worried face anxious face with sweat weary face fearful face anguished face frowning face with open mouth sad but relieved face face with steam from nose persevering face face with open mouth sleeping face crying face enraged face angry face grimacing face confused face expressionless face neutral face hushed face winking face smiling face with horns smiling face with halo grinning squinting face grinning face with sweat grinning face with smiling eyes grinning face with big eyes face with tears of joy beaming face with smiling eyes grinning face smiling face with smiling eyes smiling face every single types of face on earth
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,0,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ｄａｍｎ ｔｈｉｓ ｃｏｍｍｅｎｔ ｉｓ ｆａｎｃy ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,y
CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1,check my channel for my new song 'static'!! you'll love it!!﻿,check my channel for my new song static you ll love it
Incmedia.org where the truth meets you.﻿,1,incmedia.org where the truth meets you.﻿,url where the truth meets you
look at my channel i make minecraft pe lets play ﻿,1,look at my channel i make minecraft pe lets play ﻿,look at my channel i make minecraft pe lets play
I found out this song now﻿,0,i found out this song now﻿,i found out this song now
2 BILLION!!!﻿,0,2 billion!!!﻿,numeric billion
Song name??﻿,0,song name??﻿,song name
please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿,1,please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿,please like url
hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,1,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,hey again if you guys wouldnt mind chacking out my rap give it like and il giver numeric of your vids a like
http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,1,http://www.amazon.co.uk/gp/offer-listing/b00ecvf93g/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=utf8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,url
"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",0,"the most watched video on youtube is psy’s “gangnam style”, with 2.1  billion views. psy - gangnam style (강남스타일) m/v﻿",the most watched video on youtube is psy s gangnam style with numeric billion views psy gangnam style m v
Subscribe to me and I'll subscribe back!!!﻿,1,subscribe to me and i'll subscribe back!!!﻿,subscribe to me and i ll subscribe back
http://flipagram.com/f/LUkA1QMrhF﻿,1,http://flipagram.com/f/luka1qmrhf﻿,url
For Christmas Song visit my channel! ;)﻿,1,for christmas song visit my channel! ;)﻿,for christmas song visit my channel
http://www.gofundme.com/gvr7xg﻿,1,http://www.gofundme.com/gvr7xg﻿,url
Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1,subscribe to me i subscribe back!!!! plus i have a nice ass lol﻿,subscribe to me i subscribe back plus i have a nice ass lol
https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,url
https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,1,https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,url
https://www.surveymonkey.com/s/CVHMKLT﻿,1,https://www.surveymonkey.com/s/cvhmklt﻿,url
Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,1,please give us a chance and check out the new music video on our channel!  you won't be disappointed.﻿,please give us a chance and check out the new music video on our channel you won t be disappointed
Please subscribe to me﻿,1,please subscribe to me﻿,please subscribe to me
"This is the best, funny and viral video of history (youtube) THE TRUE﻿",0,"this is the best, funny and viral video of history (youtube) the true﻿",this is the best funny and viral video of history youtube the true
Please check out my vidios﻿,1,please check out my vidios﻿,please check out my vidios
OPPA GANGNAM STYLE!!!﻿,0,oppa gangnam style!!!﻿,oppa gangnam style
"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",0,"the funny thing is, 1,700,000,000 of the views are spam bots. i mean c'mon  2 billion views? bs!﻿",the funny thing is numeric numeric numeric numeric of the views are spam bots i mean c mon numeric billion views bs
OPPA &lt;3﻿,0,oppa &lt;3﻿,oppa numeric
It's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿,0,it's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿,it s so funny it s awesomeness lol aa sexy lada face with tears of joy
most viewed video in the world﻿,0,most viewed video in the world﻿,most viewed video in the world
I'm here to check the views.. holy shit﻿,0,i'm here to check the views.. holy shit﻿,i m here to check the views holy shit
"Dear person reading this, You are beautiful and loving Have a great day﻿",0,"dear person reading this, you are beautiful and loving have a great day﻿",dear person reading this you are beautiful and loving have a great day
http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1,http://www.ermail.pl/dolacz/v3veygin click  http://www.ermail.pl/dolacz/v3veygin  http://www.ermail.pl/dolacz/v3veygin  http://www.ermail.pl/dolacz/v3veygin  http://www.ermail.pl/dolacz/v3veygin  http://www.ermail.pl/dolacz/v3veygin  http://www.ermail.pl/dolacz/v3veygin﻿,url click url
Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,1,have you tried a new social network tsu? this new social network has a  special thing.you can share the posts as well as on fb and twitter and even  to'll get paid you can registr here:  https://www.tsu.co/worldwide_life﻿,have you tried a new social network tsu this new social network has a special thing you can share the posts as well as on fb and twitter and even to ll get paid you can registr here url
The Guy in the yellow suit kinda looks like Jae-suk ﻿,0,the guy in the yellow suit kinda looks like jae-suk ﻿,the guy in the yellow suit kinda looks like jae suk
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1,"people, here is a new network like fb...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 wellcome to everyone! ;)﻿",people here is a new network like fb you register also free the difference is only that you get paid for sharing commenting and liking posts and so one don t waste your time on fb for sharing and not being paid register here to make also money with your everyday posts url wellcome to everyone
