CONTENT,CLASS,content_lower,content_lower_rn,remove_numbers,content_tokenized,normalized,content_stopwords,content_lemma
SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ï»¿,1,subscribe to me and i'll subscribe to you! (must like - czfcxsn0jnq) ï»¿,subscribe to me and ill subscribe to you must like czfcxsn0jnq,subscribe to me and ill subscribe to you must like,"['subscribe', 'to', 'me', 'and', 'ill', 'subscribe', 'to', 'you', 'must', 'like']","['subscribe', 'to', 'me', 'and', 'ill', 'subscribe', 'to', 'you', 'must', 'like']","['subscribe', 'ill', 'subscribe', 'like']","['subscribe', 'ill', 'subscribe', 'like']"
http://www.twitch.tv/jaroadc come follow and watch my stream!ï»¿,1,http://www.twitch.tv/jaroadc come follow and watch my stream!ï»¿,url come follow and watch my stream,url come follow and watch my stream,"['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'follow', 'watch', 'stream']","['url', 'follow', 'watch', 'stream']"
"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetzï»¿",1,"if you like raw talent, raw lyrics, straight real hip hop everyone check my newest sound  dizzy x - got the juice (prod by. drugs the model citizen)   comment tell me what you think  dont be lazy!!!!  - 1/7 prophetzï»¿",if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy prophetz,if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy prophetz,"['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'x', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'prophetz']","['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'x', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'prophetz']","['like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'newest', 'sound', 'dizzy', 'x', 'juice', 'prod', 'drugs', 'model', 'citizen', 'comment', 'dont', 'lazy', 'prophetz']","['like', 'raw', 'talent', 'raw', 'lyric', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'new', 'sound', 'dizzy', 'x', 'juice', 'prod', 'drug', 'model', 'citizen', 'comment', 'dont', 'lazy', 'prophetz']"
....subscribe......  ......to my........  .....channel.......ï»¿,1,....subscribe......  ......to my........  .....channel.......ï»¿,subscribe to my channel,subscribe to my channel,"['subscribe', 'to', 'my', 'channel']","['subscribe', 'to', 'my', 'channel']","['subscribe', 'channel']","['subscribe', 'channel']"
"now its 1,884,034,783 views! pls. comment the view count the next hour :Pï»¿",0,"now its 1,884,034,783 views! pls. comment the view count the next hour :pï»¿",now its views pls comment the view count the next hour,now its views pls comment the view count the next hour,"['now', 'its', 'views', 'pls', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour']","['now', 'its', 'views', 'please', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour']","['now', 'views', 'comment', 'view', 'count', 'hour']","['now', 'view', 'comment', 'view', 'count', 'hour']"
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ï»¿,1,http://www.avaaz.org/po/petition/youtube_corporation_fox_broadcasting_company_anular_os_strikes_no_canal_nostalgia/?cxpzpgb ï»¿,url,url,['url'],['url'],['url'],['url']
go here to check the views :3ï»¿,0,go here to check the views :3ï»¿,go here to check the views,go here to check the views,"['go', 'here', 'to', 'check', 'the', 'views']","['go', 'here', 'to', 'check', 'the', 'views']","['check', 'views']","['check', 'view']"
thumbs up if u checked this video to see hw views it gotï»¿,0,thumbs up if u checked this video to see hw views it gotï»¿,thumbs up if u checked this video to see hw views it got,thumbs up if u checked this video to see hw views it got,"['thumbs', 'up', 'if', 'u', 'checked', 'this', 'video', 'to', 'see', 'hw', 'views', 'it', 'got']","['thumbs', 'up', 'if', 'you', 'checked', 'this', 'video', 'to', 'see', 'hw', 'views', 'it', 'got']","['thumbs', 'checked', 'video', 'hw', 'views']","['thumb', 'check', 'video', 'hw', 'view']"
Plz subscribe to my channel and I will subscribe back xxï»¿,1,plz subscribe to my channel and i will subscribe back xxï»¿,plz subscribe to my channel and i will subscribe back xx,plz subscribe to my channel and i will subscribe back xx,"['plz', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back', 'xx']","['please', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back', 'xx']","['subscribe', 'channel', 'subscribe', 'xx']","['subscribe', 'channel', 'subscribe', 'xx']"
i check back often to help reach 2x10^9 views and I avoid watching Babyï»¿,0,i check back often to help reach 2x10^9 views and i avoid watching babyï»¿,i check back often to help reach 2x10 views and i avoid watching baby,i check back often to help reach views and i avoid watching baby,"['i', 'check', 'back', 'often', 'to', 'help', 'reach', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'to', 'help', 'reach', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['check', 'help', 'reach', 'views', 'avoid', 'watching', 'baby']","['check', 'help', 'reach', 'view', 'avoid', 'watch', 'baby']"
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.ï»¿,0,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.ï»¿,this video will get to billion just because of people checking if it has hit billion yet,this video will get to billion just because of people checking if it has hit billion yet,"['this', 'video', 'will', 'get', 'to', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'billion', 'yet']","['this', 'video', 'will', 'get', 'to', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'billion', 'yet']","['video', 'billion', 'checking', 'hit', 'billion']","['video', 'billion', 'check', 'hit', 'billion']"
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!ï»¿,1,https://www.facebook.com/pages/brew-crew-2014/134470083389909 like this  facebook-page! chance to win an iphone 5s!ï»¿,url like this facebookpage chance to win an iphone,url like this facebookpage chance to win an iphone,"['url', 'like', 'this', 'facebookpage', 'chance', 'to', 'win', 'an', 'iphone']","['url', 'like', 'this', 'facebookpage', 'chance', 'to', 'win', 'an', 'iphone']","['url', 'like', 'facebookpage', 'chance', 'win', 'iphone']","['url', 'like', 'facebookpage', 'chance', 'win', 'iphone']"
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ï»¿,1,get gwar to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ï»¿,get gwar to play superbowl url,get gwar to play superbowl url,"['get', 'gwar', 'to', 'play', 'superbowl', 'url']","['get', 'gwar', 'to', 'play', 'superbowl', 'url']","['gwar', 'play', 'superbowl', 'url']","['gwar', 'play', 'superbowl', 'url']"
Pls follow this channel!! http://www.twitch.tv/sevadusï»¿,1,pls follow this channel!! http://www.twitch.tv/sevadusï»¿,pls follow this channel url,pls follow this channel url,"['pls', 'follow', 'this', 'channel', 'url']","['please', 'follow', 'this', 'channel', 'url']","['follow', 'channel', 'url']","['follow', 'channel', 'url']"
hi guys check my youtube channelï»¿,1,hi guys check my youtube channelï»¿,hi guys check my youtube channel,hi guys check my youtube channel,"['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'check', 'youtube', 'channel']","['hi', 'check', 'youtube', 'channel']"
Subscribe and like to me for more how to videos on minecraft!ï»¿,1,subscribe and like to me for more how to videos on minecraft!ï»¿,subscribe and like to me for more how to videos on minecraft,subscribe and like to me for more how to videos on minecraft,"['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']","['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']","['subscribe', 'like', 'videos', 'minecraft']","['subscribe', 'like', 'video', 'minecraft']"
http://tankionline.com#friend=cd92db3f4 great game check it out!ï»¿,1,http://tankionline.com#friend=cd92db3f4 great game check it out!ï»¿,url friendcd92db3f4 great game check it out,url great game check it out,"['url', 'great', 'game', 'check', 'it', 'out']","['url', 'great', 'game', 'check', 'it', 'out']","['url', 'great', 'game', 'check']","['url', 'great', 'game', 'check']"
Subscribe ME!ï»¿,1,subscribe me!ï»¿,subscribe me,subscribe me,"['subscribe', 'me']","['subscribe', 'me']",['subscribe'],['subscribe']
Im just to check how much views it hasï»¿,0,im just to check how much views it hasï»¿,im just to check how much views it has,im just to check how much views it has,"['im', 'just', 'to', 'check', 'how', 'much', 'views', 'it', 'has']","['im', 'just', 'to', 'check', 'how', 'much', 'views', 'it', 'has']","['check', 'views']","['check', 'view']"
The first comment is chuck norrus ovbiously :Dï»¿,0,the first comment is chuck norrus ovbiously :dï»¿,the first comment is chuck norrus ovbiously,the first comment is chuck norrus ovbiously,"['the', 'first', 'comment', 'is', 'chuck', 'norrus', 'ovbiously']","['the', 'first', 'comment', 'is', 'chuck', 'norrus', 'ovbiously']","['first', 'comment', 'chuck', 'norrus', 'ovbiously']","['first', 'comment', 'chuck', 'norrus', 'ovbiously']"
Behold the most viewed youtube video in the history of everï»¿,0,behold the most viewed youtube video in the history of everï»¿,behold the most viewed youtube video in the history of ever,behold the most viewed youtube video in the history of ever,"['behold', 'the', 'most', 'viewed', 'youtube', 'video', 'in', 'the', 'history', 'of', 'ever']","['behold', 'the', 'most', 'viewed', 'youtube', 'video', 'in', 'the', 'history', 'of', 'ever']","['behold', 'viewed', 'youtube', 'video', 'history']","['behold', 'view', 'youtube', 'video', 'history']"
when is this gonna hit 2 billion?ï»¿,0,when is this gonna hit 2 billion?ï»¿,when is this gonna hit billion,when is this gonna hit billion,"['when', 'is', 'this', 'gon', 'na', 'hit', 'billion']","['when', 'is', 'this', 'gon', 'na', 'hit', 'billion']","['gon', 'na', 'hit', 'billion']","['gon', 'na', 'hit', 'billion']"
the most viewed youtube video of all time?ï»¿,0,the most viewed youtube video of all time?ï»¿,the most viewed youtube video of all time,the most viewed youtube video of all time,"['the', 'most', 'viewed', 'youtube', 'video', 'of', 'all', 'time']","['the', 'most', 'viewed', 'youtube', 'video', 'of', 'all', 'time']","['viewed', 'youtube', 'video']","['view', 'youtube', 'video']"
"969,210 dislikes like dislike themselvesï»¿",0,"969,210 dislikes like dislike themselvesï»¿",dislikes like dislike themselves,dislikes like dislike themselves,"['dislikes', 'like', 'dislike', 'themselves']","['dislikes', 'like', 'dislike', 'themselves']","['dislikes', 'like', 'dislike']","['dislike', 'like', 'dislike']"
psy=koreanï»¿,0,psy=koreanï»¿,psykorean,psykorean,['psykorean'],['psykorean'],['psykorean'],['psykorean']
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ï»¿",0,"omg this oldspice spraytan party commercial omg....i'm sitting here ""no  this isn't a real thing is it? omg"" ï»¿",omg this oldspice spraytan party commercial omgim sitting here no this isnt a real thing is it omg,omg this oldspice spraytan party commercial omgim sitting here no this isnt a real thing is it omg,"['omg', 'this', 'oldspice', 'spraytan', 'party', 'commercial', 'omgim', 'sitting', 'here', 'no', 'this', 'isnt', 'a', 'real', 'thing', 'is', 'it', 'omg']","['oh my god', 'this', 'oldspice', 'spraytan', 'party', 'commercial', 'omgim', 'sitting', 'here', 'no', 'this', 'isnt', 'a', 'real', 'thing', 'is', 'it', 'oh my god']","['oh my god', 'oldspice', 'spraytan', 'party', 'commercial', 'omgim', 'sitting', 'isnt', 'real', 'oh my god']","['oh my god', 'oldspice', 'spraytan', 'party', 'commercial', 'omgim', 'sit', 'isnt', 'real', 'oh my god']"
"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.ï»¿",0,"this is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, i mean, most people  think a video is popular when it actually gets 1.000.000 views.ï»¿",this is the only video on youtube that get so much views just because we want to see how much views it has every day i mean most people think a video is popular when it actually gets views,this is the only video on youtube that get so much views just because we want to see how much views it has every day i mean most people think a video is popular when it actually gets views,"['this', 'is', 'the', 'only', 'video', 'on', 'youtube', 'that', 'get', 'so', 'much', 'views', 'just', 'because', 'we', 'want', 'to', 'see', 'how', 'much', 'views', 'it', 'has', 'every', 'day', 'i', 'mean', 'most', 'people', 'think', 'a', 'video', 'is', 'popular', 'when', 'it', 'actually', 'gets', 'views']","['this', 'is', 'the', 'only', 'video', 'on', 'youtube', 'that', 'get', 'so', 'much', 'views', 'just', 'because', 'we', 'want', 'to', 'see', 'how', 'much', 'views', 'it', 'has', 'every', 'day', 'i', 'mean', 'most', 'people', 'think', 'a', 'video', 'is', 'popular', 'when', 'it', 'actually', 'gets', 'views']","['video', 'youtube', 'views', 'want', 'views', 'day', 'mean', 'video', 'popular', 'actually', 'views']","['video', 'youtube', 'view', 'want', 'view', 'day', 'mean', 'video', 'popular', 'actually', 'view']"
