CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,normalized,content_stopwords,content_lemma
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,this video will get to numeric billion just because of people checking if it has hit numeric billion yet,"['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']",this video will get to numeric billion just because of people checking if it has hit numeric billion yet,"['video', 'numeric', 'billion', 'checking', 'hit', 'numeric', 'billion']","['video', 'numeric', 'billion', 'check', 'hit', 'numeric', 'billion']"
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,https://www.facebook.com/pages/brew-crew-2014/134470083389909 like this  facebook-page! chance to win an iphone 5s!﻿,url like this facebook page chance to win an iphone 5s,"['url', 'like', 'this', 'facebook', 'page', 'chance', 'to', 'win', 'an', 'iphone', '5s']",url like this facebook page chance to win an iphone 5s,"['url', 'like', 'facebook', 'page', 'chance', 'win', 'iphone', '5s']","['url', 'like', 'facebook', 'page', 'chance', 'win', 'iphone', '5']"
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1,get gwar to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,get gwar to play numeric superbowl url,"['get', 'gwar', 'to', 'play', 'numeric', 'superbowl', 'url']",get gwar to play numeric superbowl url,"['gwar', 'play', 'numeric', 'superbowl', 'url']","['gwar', 'play', 'numeric', 'superbowl', 'url']"
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,pls follow this channel!! http://www.twitch.tv/sevadus﻿,pls follow this channel url,"['please', 'follow', 'this', 'channel', 'url']",please follow this channel url,"['follow', 'channel', 'url']","['follow', 'channel', 'url']"
hi guys check my youtube channel﻿,1,hi guys check my youtube channel﻿,hi guys check my youtube channel,"['hi', 'guys', 'check', 'my', 'youtube', 'channel']",hi guys check my youtube channel,"['hi', 'check', 'youtube', 'channel']","['hi', 'check', 'youtube', 'channel']"
Subscribe and like to me for more how to videos on minecraft!﻿,1,subscribe and like to me for more how to videos on minecraft!﻿,subscribe and like to me for more how to videos on minecraft,"['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']",subscribe and like to me for more how to videos on minecraft,"['subscribe', 'like', 'videos', 'minecraft']","['subscribe', 'like', 'video', 'minecraft']"
http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,url great game check it out,"['url', 'great', 'game', 'check', 'it', 'out']",url great game check it out,"['url', 'great', 'game', 'check']","['url', 'great', 'game', 'check']"
Subscribe ME!﻿,1,subscribe me!﻿,subscribe me,"['subscribe', 'me']",subscribe me,['subscribe'],['subscribe']
Im just to check how much views it has﻿,0,im just to check how much views it has﻿,im just to check how much views it has,"['im', 'just', 'to', 'check', 'how', 'much', 'views', 'it', 'has']",im just to check how much views it has,"['check', 'views']","['check', 'view']"
The first comment is chuck norrus ovbiously :D﻿,0,the first comment is chuck norrus ovbiously :d﻿,the first comment is chuck norrus ovbiously d,"['the', 'first', 'comment', 'is', 'chuck', 'norrus', 'ovbiously', 'd']",the first comment is chuck norrus ovbiously d,"['first', 'comment', 'chuck', 'norrus', 'ovbiously']","['first', 'comment', 'chuck', 'norrus', 'ovbiously']"
Behold the most viewed youtube video in the history of ever﻿,0,behold the most viewed youtube video in the history of ever﻿,behold the most viewed youtube video in the history of ever,"['behold', 'the', 'most', 'viewed', 'youtube', 'video', 'in', 'the', 'history', 'of', 'ever']",behold the most viewed youtube video in the history of ever,"['behold', 'viewed', 'youtube', 'video', 'history']","['behold', 'view', 'youtube', 'video', 'history']"
when is this gonna hit 2 billion?﻿,0,when is this gonna hit 2 billion?﻿,when is this gonna hit numeric billion,"['when', 'is', 'this', 'going', 'to', 'hit', 'numeric', 'billion']",when is this going to hit numeric billion,"['hit', 'numeric', 'billion']","['hit', 'numeric', 'billion']"
the most viewed youtube video of all time?﻿,0,the most viewed youtube video of all time?﻿,the most viewed youtube video of all time,"['the', 'most', 'viewed', 'youtube', 'video', 'of', 'all', 'time']",the most viewed youtube video of all time,"['viewed', 'youtube', 'video']","['view', 'youtube', 'video']"
"969,210 dislikes like dislike themselves﻿",0,"969,210 dislikes like dislike themselves﻿",numeric numeric dislikes like dislike themselves,"['numeric', 'numeric', 'dislikes', 'like', 'dislike', 'themselves']",numeric numeric dislikes like dislike themselves,"['numeric', 'numeric', 'dislikes', 'like', 'dislike']","['numeric', 'numeric', 'dislike', 'like', 'dislike']"
psy=korean﻿,0,psy=korean﻿,psy korean,"['psy', 'korean']",psy korean,"['psy', 'korean']","['psy', 'korean']"
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0,"omg this oldspice spraytan party commercial omg....i'm sitting here ""no  this isn't a real thing is it? omg"" ﻿",omg this oldspice spraytan party commercial omg i m sitting here no this isn t a real thing is it omg,"['oh', 'my', 'god', 'this', 'oldspice', 'spraytan', 'party', 'commercial', 'oh', 'my', 'god', 'i', 'm', 'sitting', 'here', 'no', 'this', 'isn', 't', 'a', 'real', 'thing', 'is', 'it', 'oh', 'my', 'god']",oh my god this oldspice spraytan party commercial oh my god i m sitting here no this isn t a real thing is it oh my god,"['oh', 'god', 'oldspice', 'spraytan', 'party', 'commercial', 'oh', 'god', 'sitting', 'real', 'oh', 'god']","['oh', 'god', 'oldspice', 'spraytan', 'party', 'commercial', 'oh', 'god', 'sit', 'real', 'oh', 'god']"
"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0,"this is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, i mean, most people  think a video is popular when it actually gets 1.000.000 views.﻿",this is the only video on youtube that get so much views just because we want to see how much views it has numeric numeric every day i mean most people think a video is popular when it actually gets numeric numeric views,"['this', 'is', 'the', 'only', 'video', 'on', 'youtube', 'that', 'get', 'so', 'much', 'views', 'just', 'because', 'we', 'want', 'to', 'see', 'how', 'much', 'views', 'it', 'has', 'numeric', 'numeric', 'every', 'day', 'i', 'mean', 'most', 'people', 'think', 'a', 'video', 'is', 'popular', 'when', 'it', 'actually', 'gets', 'numeric', 'numeric', 'views']",this is the only video on youtube that get so much views just because we want to see how much views it has numeric numeric every day i mean most people think a video is popular when it actually gets numeric numeric views,"['video', 'youtube', 'views', 'want', 'views', 'numeric', 'numeric', 'day', 'mean', 'video', 'popular', 'actually', 'numeric', 'numeric', 'views']","['video', 'youtube', 'view', 'want', 'view', 'numeric', 'numeric', 'day', 'mean', 'video', 'popular', 'actually', 'numeric', 'numeric', 'view']"
It's been back for quite a while now.,0,it's been back for quite a while now.,it s been back for quite a while now,"['it', 's', 'been', 'back', 'for', 'quite', 'a', 'while', 'now']",it s been back for quite a while now,"['quite', 'now']","['quite', 'now']"
2 Billions in 2014,0,2 billions in 2014,numeric billions in numeric,"['numeric', 'billions', 'in', 'numeric']",numeric billions in numeric,"['numeric', 'billions', 'numeric']","['numeric', 'billion', 'numeric']"
plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,plz check out fablife welcome to fablife for diys and challenges so plz subscribe thx,"['please', 'check', 'out', 'fablife', 'welcome', 'to', 'fablife', 'for', 'diys', 'and', 'challenges', 'so', 'please', 'subscribe', 'thx']",please check out fablife welcome to fablife for diys and challenges so please subscribe thx,"['check', 'fablife', 'welcome', 'fablife', 'diys', 'challenges', 'subscribe', 'thx']","['check', 'fablife', 'welcome', 'fablife', 'diys', 'challenge', 'subscribe', 'thx']"
Sub my channel!﻿,1,sub my channel!﻿,sub my channel,"['subscribe', 'my', 'channel']",subscribe my channel,"['subscribe', 'channel']","['subscribe', 'channel']"
http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,http://www.ebay.com/itm/131338190916?sspagename=strk:meselx:it&amp;_trksid=p3984.m1555.l2649 ﻿,url,['url'],url,['url'],['url']
http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,1,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,url,['url'],url,['url'],['url']
"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1,"if your like drones, plz subscribe to kamal tayara. he takes videos with  his drone that are absolutely beautiful.﻿",if your like drones plz subscribe to kamal tayara he takes videos with his drone that are absolutely beautiful,"['if', 'your', 'like', 'drones', 'please', 'subscribe', 'to', 'kamal', 'tayara', 'he', 'takes', 'videos', 'with', 'his', 'drone', 'that', 'are', 'absolutely', 'beauty']",if your like drones please subscribe to kamal tayara he takes videos with his drone that are absolutely beauty,"['like', 'drones', 'subscribe', 'kamal', 'tayara', 'videos', 'drone', 'absolutely', 'beauty']","['like', 'drone', 'subscribe', 'kamal', 'tayara', 'video', 'drone', 'absolutely', 'beauty']"
http://hackfbaccountlive.com/?ref=4604617﻿,1,http://hackfbaccountlive.com/?ref=4604617﻿,url,['url'],url,['url'],['url']
"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1,"whats up everyone!? :-) i trying to showcase my talent to the world! i have over 3000 subscribers! i promise! i dont suck! please spread my covers around, subscribe &amp; share! thanks so much for all your support! lucas trigo -stay awesome! ﻿",whats up everyone i trying to showcase my talent to the world i have over numeric subscribers i promise i dont suck please spread my covers around subscribe share thanks so much for all your support lucas trigo stay awesome,"['whats', 'up', 'everyone', 'i', 'trying', 'to', 'showcase', 'my', 'talent', 'to', 'the', 'world', 'i', 'have', 'over', 'numeric', 'subscribe', 'i', 'promise', 'i', 'dont', 'suck', 'please', 'spread', 'my', 'covers', 'around', 'subscribe', 'share', 'thank', 'so', 'much', 'for', 'all', 'your', 'support', 'lucas', 'trigo', 'stay', 'awesome']",whats up everyone i trying to showcase my talent to the world i have over numeric subscribe i promise i dont suck please spread my covers around subscribe share thank so much for all your support lucas trigo stay awesome,"['everyone', 'trying', 'showcase', 'talent', 'world', 'numeric', 'subscribe', 'promise', 'dont', 'suck', 'spread', 'covers', 'subscribe', 'share', 'thank', 'support', 'lucas', 'trigo', 'stay', 'awesome']","['everyone', 'try', 'showcase', 'talent', 'world', 'numeric', 'subscribe', 'promise', 'dont', 'suck', 'spread', 'cover', 'subscribe', 'share', 'thank', 'support', 'lucas', 'trigo', 'stay', 'awesome']"
-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permpage=1  &lt;--------﻿,url,['url'],url,['url'],['url']
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,"hi there~i'm group leader of angel, a rookie korean pop group. we have four  members, chanicka, julie, stephanie, and myself, leah. please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a korean management company. we plan on  auditioning for jyp, bighit, jellyfish, yg or sm. thank you for taking time  out of your day to read this !﻿",hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,"['hi', 'there', 'i', 'm', 'group', 'leader', 'of', 'angel', 'a', 'rookie', 'korean', 'pop', 'group', 'we', 'have', 'four', 'members', 'chanicka', 'julie', 'stephanie', 'and', 'myself', 'leah', 'please', 'feel', 'free', 'to', 'check', 'out', 'our', 'channel', 'and', 'leave', 'some', 'feedback', 'on', 'our', 'cover', 'videos', 'criticism', 'is', 'welcome', 'as', 'we', 'know', 'we', 're', 'not', 'top', 'notch', 'singers', 'so', 'please', 'come', 'leave', 'some', 'constructive', 'feedback', 'on', 'our', 'videos', 'we', 'appreciate', 'any', 'chance', 'to', 'improve', 'before', 'auditioning', 'for', 'a', 'korean', 'management', 'company', 'we', 'plan', 'on', 'auditioning', 'for', 'jyp', 'bighit', 'jellyfish', 'yg', 'or', 'sm', 'thank', 'you', 'for', 'taking', 'time', 'out', 'of', 'your', 'day', 'to', 'read', 'this']",hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,"['hi', 'group', 'leader', 'angel', 'rookie', 'korean', 'pop', 'group', 'four', 'members', 'chanicka', 'julie', 'stephanie', 'leah', 'feel', 'free', 'check', 'channel', 'leave', 'feedback', 'cover', 'videos', 'criticism', 'welcome', 'top', 'notch', 'singers', 'leave', 'constructive', 'feedback', 'videos', 'appreciate', 'chance', 'improve', 'auditioning', 'korean', 'management', 'company', 'plan', 'auditioning', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'day', 'read']","['hi', 'group', 'leader', 'angel', 'rookie', 'korean', 'pop', 'group', 'four', 'member', 'chanicka', 'julie', 'stephanie', 'leah', 'feel', 'free', 'check', 'channel', 'leave', 'feedback', 'cover', 'video', 'criticism', 'welcome', 'top', 'notch', 'singer', 'leave', 'constructive', 'feedback', 'video', 'appreciate', 'chance', 'improve', 'audition', 'korean', 'management', 'company', 'plan', 'audition', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'day', 'read']"
