CONTENT,CLASS,content_lower,normalized,content_rn,content_tokenized,content_filter,content_stopwords,content_stemm
" Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1," hey everyone!! i have just started my first yt channel i would be grateful  if some of you peoples could check out my first clip in bf4! and give me  some advice on how my video was and how i could improve it. also be sure to  go check out the about to see what im all about. thanks for your time :) .  and to haters... you hate, i win﻿"," hey everyone!! i have just started my first youtube channel i would be grateful  if some of you peoples could check out my first clip in bf4! and give me  some advice on how my video was and how i could improve it. also be sure to  go check out the about to see what im all about. thank for your time :) .  and to haters... you hate, i win﻿",hey everyone i have just started my first youtube channel i would be grateful if some of you peoples could check out my first clip in bf4 and give me some advice on how my video was and how i could improve it also be sure to go check out the about to see what im all about thank for your time and to haters you hate i win,"['hey', 'everyone', 'i', 'have', 'just', 'started', 'my', 'first', 'youtube', 'channel', 'i', 'would', 'be', 'grateful', 'if', 'some', 'of', 'you', 'peoples', 'could', 'check', 'out', 'my', 'first', 'clip', 'in', 'bf4', 'and', 'give', 'me', 'some', 'advice', 'on', 'how', 'my', 'video', 'was', 'and', 'how', 'i', 'could', 'improve', 'it', 'also', 'be', 'sure', 'to', 'go', 'check', 'out', 'the', 'about', 'to', 'see', 'what', 'im', 'all', 'about', 'thank', 'for', 'your', 'time', 'and', 'to', 'haters', 'you', 'hate', 'i', 'win']","['hey', 'everyone', 'i', 'have', 'just', 'started', 'my', 'first', 'youtube', 'channel', 'i', 'would', 'be', 'grateful', 'if', 'some', 'of', 'you', 'peoples', 'could', 'check', 'out', 'my', 'first', 'clip', 'in', 'bf4', 'and', 'give', 'me', 'some', 'advice', 'on', 'how', 'my', 'video', 'was', 'and', 'how', 'i', 'could', 'improve', 'it', 'also', 'be', 'sure', 'to', 'go', 'check', 'out', 'the', 'about', 'to', 'see', 'what', 'all', 'about', 'thank', 'for', 'your', 'time', 'and', 'to', 'haters', 'you', 'hate', 'i', 'win']","['hey', 'everyone', 'i', 'just', 'started', 'my', 'first', 'youtube', 'channel', 'i', 'would', 'grateful', 'some', 'you', 'peoples', 'could', 'check', 'my', 'first', 'clip', 'bf4', 'give', 'me', 'some', 'advice', 'my', 'video', 'i', 'could', 'improve', 'also', 'sure', 'go', 'check', 'see', 'all', 'thank', 'your', 'time', 'haters', 'you', 'hate', 'i', 'win']","['hey', 'everyon', 'i', 'just', 'start', 'my', 'first', 'youtub', 'channel', 'i', 'would', 'grate', 'some', 'you', 'peopl', 'could', 'check', 'my', 'first', 'clip', 'bf4', 'give', 'me', 'some', 'advic', 'my', 'video', 'i', 'could', 'improv', 'also', 'sure', 'go', 'check', 'see', 'all', 'thank', 'your', 'time', 'hater', 'you', 'hate', 'i', 'win']"
"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,"the projects after effects, music, foto, web sites and another you can find  and buy here  http://audiojungle.net/user/eugenekalinin/portfolio?ref=eugenekalinin﻿","the projects after effects, music, foto, website sites and another you can find  and buy here  http://audiojungle.net/user/eugenekalinin/portfolio?ref=eugenekalinin﻿",the projects after effects music foto website sites and another you can find and buy here url,"['the', 'projects', 'after', 'effects', 'music', 'foto', 'website', 'sites', 'and', 'another', 'you', 'can', 'find', 'and', 'buy', 'here', 'url']","['the', 'projects', 'after', 'effects', 'music', 'foto', 'website', 'sites', 'and', 'another', 'you', 'can', 'find', 'and', 'buy', 'here', 'url']","['projects', 'effects', 'music', 'foto', 'website', 'sites', 'another', 'you', 'can', 'find', 'buy', 'url']","['project', 'effect', 'music', 'foto', 'websit', 'site', 'anoth', 'you', 'can', 'find', 'buy', 'url']"
YouTube/codytolleson for awesome videos I'll subscribe back ﻿,1,youtube/codytolleson for awesome videos i'll subscribe back ﻿,youtube/codytolleson for awesome videos i'll subscribe back ﻿,youtube codytolleson for awesome videos i ll subscribe back,"['youtube', 'codytolleson', 'for', 'awesome', 'videos', 'i', 'll', 'subscribe', 'back']","['youtube', 'codytolleson', 'for', 'awesome', 'videos', 'i', 'subscribe', 'back']","['youtube', 'codytolleson', 'awesome', 'videos', 'i', 'subscribe', 'back']","['youtub', 'codytolleson', 'awesom', 'video', 'i', 'subscrib', 'back']"
if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,if you like roblox minecraft world of warcraft gta5 mario subscribe to my  channel﻿,if you like roblox minecraft world of warcraft gta5 mario subscribe to my channel,"['if', 'you', 'like', 'roblox', 'minecraft', 'world', 'of', 'warcraft', 'gta5', 'mario', 'subscribe', 'to', 'my', 'channel']","['if', 'you', 'like', 'roblox', 'minecraft', 'world', 'of', 'warcraft', 'gta5', 'mario', 'subscribe', 'to', 'my', 'channel']","['you', 'like', 'roblox', 'minecraft', 'world', 'warcraft', 'gta5', 'mario', 'subscribe', 'my', 'channel']","['you', 'like', 'roblox', 'minecraft', 'world', 'warcraft', 'gta5', 'mario', 'subscrib', 'my', 'channel']"
SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1,subscribe to me and i'll subscribe to you! (must like - czfcxsn0jnq) ﻿,subscribe to me and i'll subscribe to you! (must like - czfcxsn0jnq) ﻿,subscribe to me and i ll subscribe to you must like czfcxsn0jnq,"['subscribe', 'to', 'me', 'and', 'i', 'll', 'subscribe', 'to', 'you', 'must', 'like', 'czfcxsn0jnq']","['subscribe', 'to', 'me', 'and', 'i', 'subscribe', 'to', 'you', 'must', 'like']","['subscribe', 'me', 'i', 'subscribe', 'you', 'must', 'like']","['subscrib', 'me', 'i', 'subscrib', 'you', 'must', 'like']"
http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,url come follow and watch my stream,"['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'watch', 'my', 'stream']"
"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1,"if you like raw talent, raw lyrics, straight real hip hop everyone check my newest sound  dizzy x - got the juice (prod by. drugs the model citizen)   comment tell me what you think  dont be lazy!!!!  - 1/7 prophetz﻿","if you like raw talent, raw lyrics, straight real hip hop everyone check my newest sound  dizzy x - got the juice (prod by. drugs the model citizen)   comment tell me what you think  dont be lazy!!!!  - 1/7 prophetz﻿",if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy numeric prophetz,"['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'x', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'numeric', 'prophetz']","['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'numeric', 'prophetz']","['you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'got', 'juice', 'prod', 'drugs', 'model', 'citizen', 'comment', 'tell', 'me', 'you', 'think', 'dont', 'lazy', 'numeric', 'prophetz']","['you', 'like', 'raw', 'talent', 'raw', 'lyric', 'straight', 'real', 'hip', 'hop', 'everyon', 'check', 'my', 'newest', 'sound', 'dizzi', 'got', 'juic', 'prod', 'drug', 'model', 'citizen', 'comment', 'tell', 'me', 'you', 'think', 'dont', 'lazi', 'numer', 'prophetz']"
....subscribe......  ......to my........  .....channel.......﻿,1,....subscribe......  ......to my........  .....channel.......﻿,....subscribe......  ......to my........  .....channel.......﻿,subscribe to my channel,"['subscribe', 'to', 'my', 'channel']","['subscribe', 'to', 'my', 'channel']","['subscribe', 'my', 'channel']","['subscrib', 'my', 'channel']"
"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0,"now its 1,884,034,783 views! pls. comment the view count the next hour :p﻿","now its 1,884,034,783 views! please. comment the view count the next hour :p﻿",now its numeric views please comment the view count the next hour p,"['now', 'its', 'numeric', 'views', 'please', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour', 'p']","['now', 'its', 'numeric', 'views', 'please', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour']","['now', 'numeric', 'views', 'please', 'comment', 'view', 'count', 'next', 'hour']","['now', 'numer', 'view', 'pleas', 'comment', 'view', 'count', 'next', 'hour']"
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1,http://www.avaaz.org/po/petition/youtube_corporation_fox_broadcasting_company_anular_os_strikes_no_canal_nostalgia/?cxpzpgb ﻿,http://www.avaaz.org/po/petition/youtube_corporation_fox_broadcasting_company_anular_os_strikes_no_canal_nostalgia/?cxpzpgb ﻿,url,['url'],['url'],['url'],['url']
go here to check the views :3﻿,0,go here to check the views :3﻿,go here to check the views :3﻿,go here to check the views numeric,"['go', 'here', 'to', 'check', 'the', 'views', 'numeric']","['go', 'here', 'to', 'check', 'the', 'views', 'numeric']","['go', 'check', 'views', 'numeric']","['go', 'check', 'view', 'numer']"
thumbs up if u checked this video to see hw views it got﻿,0,thumbs up if u checked this video to see hw views it got﻿,thumb up if you checked this video to see hw views it got﻿,thumb up if you checked this video to see hw views it got,"['thumb', 'up', 'if', 'you', 'checked', 'this', 'video', 'to', 'see', 'hw', 'views', 'it', 'got']","['thumb', 'up', 'if', 'you', 'checked', 'this', 'video', 'to', 'see', 'views', 'it', 'got']","['thumb', 'you', 'checked', 'video', 'see', 'views', 'got']","['thumb', 'you', 'check', 'video', 'see', 'view', 'got']"
Plz subscribe to my channel and I will subscribe back xx﻿,1,plz subscribe to my channel and i will subscribe back xx﻿,please subscribe to my channel and i will subscribe back xx﻿,please subscribe to my channel and i will subscribe back xx,"['please', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back', 'xx']","['please', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back']","['please', 'subscribe', 'my', 'channel', 'i', 'will', 'subscribe', 'back']","['pleas', 'subscrib', 'my', 'channel', 'i', 'will', 'subscrib', 'back']"
i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,i check back often to help reach 2x10^9 views and i avoid watching baby﻿,i check back often to help reach 2x10^9 views and i avoid watching baby﻿,i check back often to help reach 2x10 numeric views and i avoid watching baby,"['i', 'check', 'back', 'often', 'to', 'help', 'reach', '2x10', 'numeric', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'to', 'help', 'reach', '2x10', 'numeric', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'help', 'reach', '2x10', 'numeric', 'views', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'help', 'reach', '2x10', 'numer', 'view', 'i', 'avoid', 'watch', 'babi']"
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,this video will get to numeric billion just because of people checking if it has hit numeric billion yet,"['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']","['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']","['video', 'will', 'get', 'numeric', 'billion', 'just', 'people', 'checking', 'hit', 'numeric', 'billion', 'yet']","['video', 'will', 'get', 'numer', 'billion', 'just', 'peopl', 'check', 'hit', 'numer', 'billion', 'yet']"
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,https://www.facebook.com/pages/brew-crew-2014/134470083389909 like this  facebook-page! chance to win an iphone 5s!﻿,https://www.facebook.com/pages/brew-crew-2014/134470083389909 like this  facebook-page! chance to win an iphone 5s!﻿,url like this facebook page chance to win an iphone 5s,"['url', 'like', 'this', 'facebook', 'page', 'chance', 'to', 'win', 'an', 'iphone', '5s']","['url', 'like', 'this', 'facebook', 'page', 'chance', 'to', 'win', 'an', 'iphone']","['url', 'like', 'facebook', 'page', 'chance', 'win', 'iphone']","['url', 'like', 'facebook', 'page', 'chanc', 'win', 'iphon']"
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1,get gwar to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,get gwar to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,get gwar to play numeric superbowl url,"['get', 'gwar', 'to', 'play', 'numeric', 'superbowl', 'url']","['get', 'gwar', 'to', 'play', 'numeric', 'superbowl', 'url']","['get', 'gwar', 'play', 'numeric', 'superbowl', 'url']","['get', 'gwar', 'play', 'numer', 'superbowl', 'url']"
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,pls follow this channel!! http://www.twitch.tv/sevadus﻿,please follow this channel!! http://www.twitch.tv/sevadus﻿,please follow this channel url,"['please', 'follow', 'this', 'channel', 'url']","['please', 'follow', 'this', 'channel', 'url']","['please', 'follow', 'channel', 'url']","['pleas', 'follow', 'channel', 'url']"
hi guys check my youtube channel﻿,1,hi guys check my youtube channel﻿,hi guys check my youtube channel﻿,hi guys check my youtube channel,"['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'guy', 'check', 'my', 'youtub', 'channel']"
Subscribe and like to me for more how to videos on minecraft!﻿,1,subscribe and like to me for more how to videos on minecraft!﻿,subscribe and like to me for more how to videos on minecraft!﻿,subscribe and like to me for more how to videos on minecraft,"['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']","['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']","['subscribe', 'like', 'me', 'more', 'videos', 'minecraft']","['subscrib', 'like', 'me', 'more', 'video', 'minecraft']"
http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,url great game check it out,"['url', 'great', 'game', 'check', 'it', 'out']","['url', 'great', 'game', 'check', 'it', 'out']","['url', 'great', 'game', 'check']","['url', 'great', 'game', 'check']"
Subscribe ME!﻿,1,subscribe me!﻿,subscribe me!﻿,subscribe me,"['subscribe', 'me']","['subscribe', 'me']","['subscribe', 'me']","['subscrib', 'me']"
